href,title,compound,layout,gross_floor_area,distribute,road,floor,orientation,rent_per_month,added_at,total_views,subway_line,subway_station,subway_distance,number,address,latest_week_views,room_type,img_url,captured_at
http://sh.lianjia.com/zufang/shz4204816.html,世纪之门，好房好心情，链家有钥匙，两室户,世纪之门,2室1厅,67,普陀,长寿路,高区/23层,朝北,6800,2017.09.08,5,13,江宁路,608,shz4204816,江宁路1415弄,2,,"http://cdn1.dooioo.com/fetch/vp/fy/gi/20140928/69f7f725-d84f-4872-a86a-7c32e80e750e.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20140928/75795365-23f6-4552-8324-457085305a66.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20140928/68347565-a907-4b05-a458-6274cd0b0b66.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20140928/0bcb724e-7ccd-441c-a8e3-b4bad132e9a3.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20140928/c1e78dbd-4c17-4467-9fad-b425daa47438.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20140928/5219f56e-32e7-4144-bb3d-a01f7b7429fc.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20140928/cf2594b1-743a-4a00-beb0-54f1119aec4e.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20140928/93f8f00b-1c0e-4cb9-900c-aa38523cd058.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20140928/474a8a82-79c8-4227-a854-a966139d8858.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20140928/7b3dce84-a132-4dd0-9549-98a9564dc9bd.jpg_100x75.jpg",2017-10-07 18:07:03
http://sh.lianjia.com/zufang/shz4228113.html,凤城三村，链家好房，交通方便，低楼层,凤城三村,1室1厅,29,杨浦,控江路,中区/5层,,3500,2017.09.21,13,8,江浦路,612,shz4228113,"凤城三村,长岭路75弄,延吉西路80弄,黄兴路1413弄",2,,"http://cdn1.dooioo.com/fetch/vp/fy/gi/20170921/872b2daf-974c-4077-b207-e34ed411cae0.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170921/51af4af7-7cf0-4405-a7bd-0cc7bca5aad9.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170921/42391961-c4ef-4b83-aecb-a22ec8787e8b.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170921/4976ed5a-bfea-4df3-a981-85170f5e7c95.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170921/80e14fef-3674-4d4f-a68f-ae3367792148.jpg_100x75.jpg",2017-10-07 18:07:03
http://sh.lianjia.com/zufang/shz4224848.html,有钥匙，好房待租，多次带看，光线充足,茶陵路345弄,1室1厅,35,徐汇,斜土路,中区/6层,朝东,3800,2017.09.19,38,4,大木桥路,293,shz4224848,茶陵路345弄,5,,"http://cdn1.dooioo.com/fetch/vp/fy/gi/20170828/251d7e35-ca4b-4179-a004-7df102cd575b.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170828/f552789e-8618-4da1-898e-b614d31971a2.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170828/716a2490-a777-4762-b459-f7cb22fb65c6.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170828/53d041e6-def2-49db-b7b2-6a6644ad264d.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170828/338a01e0-92c2-4679-a4af-332d982c2c3e.jpg_100x75.jpg",2017-10-07 18:07:04
http://sh.lianjia.com/zufang/shz4221322.html,多次带看，舒适三室，好房待租，有钥匙房源,梧桐城邦（公寓）,3室2厅,122,宝山,大华,中区/14层,朝南,7600,2017.09.17,12,7,大场镇,738,shz4221322,"真华路1801弄（二期）,真华路1800弄（一期）,真华路1958弄（三期）,真华路1988弄（三期）,真华路1989弄（四期）",4,,"http://cdn1.dooioo.com/fetch/vp/fy/gi/20150523/00611ab0-a794-4825-bc7f-8a4492dcd360.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20150516/f96157b0-114b-482d-8dcd-6d7f0861caf7.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20150602/7beac99e-2e04-4f0f-9a08-e6307f94fb18.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20150602/612cc21b-8b0c-4bce-84d2-89e14e329e3d.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20150516/717b8f9c-f964-4ab1-a5b6-546e1d75d8eb.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20150516/8462ade8-cdda-45c7-be4c-e439595a7a62.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20150516/ee817074-eb7e-413d-808a-89539c805df0.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20150516/95bba122-51d5-4e2a-9516-2d5407fe9def.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20150516/f140727d-84ce-4640-a7bb-65b52eaeb68b.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20150516/8b67e73c-b15f-4880-b7f2-5a8d9b9475d9.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20150516/4f8e9f15-1b8c-4893-b488-2092db556def.jpg_100x75.jpg",2017-10-07 18:07:04
http://sh.lianjia.com/zufang/shz4227073.html,东安二村，一链倾城，光线充足，受欢迎好房,东安二村,1室0厅,34,徐汇,徐家汇,中区/6层,,4100,2017.09.21,13,4,东安路,230,shz4227073,东安二村,3,,"http://cdn1.dooioo.com/fetch/vp/fy/gi/20170921/0dd69175-16bc-48fb-8d41-5deaa5f251e9.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170921/a374f407-46b0-41ac-8a64-ef52ef055ddb.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170921/b3edb439-5116-47eb-b1af-c7c4a0307fbd.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170921/f1acddda-90fe-4a7f-9948-10e6fbfaccb6.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170921/8ef6eafb-4cf5-4e7c-a1ba-1f66e1193172.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170921/a5595899-117b-4d3b-b7d7-d8c0d8642ed7.jpg_100x75.jpg",2017-10-07 18:07:04
http://sh.lianjia.com/zufang/shz4226015.html,东安五村，人气房源，2室1厅，链家房源,东安五村,2室1厅,28,徐汇,龙华,低区/5层,朝南,4300,2017.09.20,20,12,龙华中路,466,shz4226015,"宛平南路909弄,东安五村",5,,"http://cdn1.dooioo.com/fetch/vp/fy/gi/20160817/467d7397-0b1d-40f3-84b1-6f3c2b0d9db1.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160817/48ad3fc8-0c03-4412-b4fb-262330a69c73.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160817/2210546d-2c73-4404-bdd3-799ac6ef88a4.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160817/934fef00-1e37-4b9d-86a2-ec70d8fc3d19.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160817/5f12a97d-788f-431f-97ac-9cfd864d58d3.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160817/cd2b2e27-ab3f-4374-8207-6d02b9f536c0.jpg_100x75.jpg",2017-10-07 18:07:05
http://sh.lianjia.com/zufang/shz4223025.html,交通方便，看房客户多，好房待租，采光棒,白雪公主,2室2厅,91,闵行,七宝,高区/11层,朝南,5000,2017.09.18,15,12,七莘路,986,shz4223025,"华林路228弄（东区）,华林路229弄（西区）",10,,"http://cdn1.dooioo.com/fetch/vp/fy/gi/20170403/33cddaef-4f91-4e54-9787-07d2ed6edaa3.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170403/546a9a42-ffa7-4935-a64b-a8c39490ff55.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170403/57395328-ef53-4971-a715-d34522e8b5d2.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170403/0ec92da2-1d24-4a12-89b0-8672009d3eac.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170403/bd8542e8-95b6-4295-8e1d-11f6e2950aad.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170403/4f2ec729-ca41-4842-90d0-1f15a15118ed.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170403/62c5ec34-2317-4b21-9e50-8e8a9950578a.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170403/90332c19-38ed-46d2-b3db-b7f64abf2ec2.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170403/1291de30-b870-446d-9f85-2775f9273098.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170403/c3904922-0a19-45a9-8282-5021d6e69e02.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170403/01d4a43d-bc96-4b3c-bbad-cfb1721b48e4.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170403/607b67a7-a1fb-485f-8a99-8986cd00cc44.jpg_100x75.jpg",2017-10-07 18:07:06
http://sh.lianjia.com/zufang/shz4223557.html,1室0厅，多次带看，附近有地铁，有钥匙房源,田林十三村,1室0厅,29,徐汇,田林,低区/6层,,4500,2017.09.18,24,9,桂林路,555,shz4223557,田林十三村,5,,"http://cdn1.dooioo.com/fetch/vp/fy/gi/20170918/650361d8-a2b6-490a-868c-49122c5d205c.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170918/2450ed82-b19d-4899-a537-9164271ba869.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170918/d41d009a-2130-44b9-83d9-7dc844681de8.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170918/57de41df-4cdc-4833-82bc-3c3785d3ebbb.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170918/7c40e0d6-075c-4e06-a743-52586a7ed6b0.jpg_100x75.jpg",2017-10-07 18:07:07
http://sh.lianjia.com/zufang/shz4219656.html,长白三村，地铁沿线，高区景观房，多次带看,长白三村,1室0厅,30,杨浦,黄兴公园,高区/4层,朝南,2800,2017.09.16,19,8,延吉中路,468,shz4219656,长白三村,8,,"http://cdn1.dooioo.com/fetch/vp/fy/gi/20170528/8fcb9c64-2a17-4623-9817-7d85a7255f33.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170528/26d94659-c2a5-4739-be72-26a204431f2d.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170528/f6a25c41-eb79-46f3-a617-5f29aed55f56.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170531/400c9358-1178-4bac-a847-72719322f22b.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170528/05fd24e0-1cd1-4e79-9cfa-189215ba8ced.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170528/201e8e90-25a5-4b83-a741-7a04bcf34830.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170528/72130b0b-0655-413f-b2f0-17946532d22e.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170528/aa0a7907-6192-4d24-b859-c72030ce547a.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170528/e86ec87c-86ce-4fab-9a99-ccc4a98bca5e.jpg_100x75.jpg",2017-10-07 18:07:07
http://sh.lianjia.com/zufang/shz4218877.html,静安新城，实地看房，附近有地铁，钥匙在店,静安新城（十一区）,1室1厅,42,闵行,静安新城,低区/6层,,4500,2017.09.16,18,9,星中路,872,shz4218877,漕宝路1467弄十一区,8,,"http://cdn1.dooioo.com/fetch/vp/fy/gi/20170916/e8c857b3-753f-4163-a0e7-c4d7911d75fc.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170916/b07c5e42-ebd4-4652-b7ed-ce83011c17e5.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170916/849f61d8-7408-48ef-baaa-31a5239deef7.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170916/5042a30f-74d3-4194-b45c-a76e825eabf5.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170916/2e8d9f71-074d-4076-ac86-56b465a0c380.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170916/dd21462d-65c8-49d3-8885-3c61fba357a9.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170916/90c3d420-1fce-46d4-a523-ec580a8511aa.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170916/b9fad275-273a-4f9f-8bf7-c2313ccf8001.jpg_100x75.jpg",2017-10-07 18:07:07
http://sh.lianjia.com/zufang/shz4226992.html,链家房源，空气清新，1室1厅1卫，最近看房多,和丰苑,1室1厅,44,普陀,甘泉宜川,中区/22层,,5500,2017.09.21,17,3,中潭路,328,shz4226992,交通路1517弄,2,,"http://cdn1.dooioo.com/fetch/vp/fy/gi/20170921/5c6f5f39-6d8c-4a0c-85f3-fda56dc37aad.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170921/a66aead6-e30c-421e-84f2-86079456304c.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170921/fa09f947-b0dc-4919-a190-ced8ea26edb4.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170921/cd448dd5-8d11-4cd3-bc3c-03967ba747cb.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170921/32bff02c-aa0b-4096-88b7-0399e61ab8f8.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170921/8f82ad55-2e06-480f-987b-1d1b77c03ad9.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170921/f585ae31-d454-4254-8d4e-a142b41f4794.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170921/3fa84835-6aa4-420b-b261-41f6164194e1.jpg_100x75.jpg",2017-10-07 18:07:08
http://sh.lianjia.com/zufang/shz4220665.html,三泾北宅小区，实地看房，温馨一室，钥匙在店,三泾北宅小区,1室0厅,35,长宁,中山公园,低区/6层,,4800,2017.09.17,12,3,中山公园,291,shz4220665,长宁路1135弄,4,,"http://cdn1.dooioo.com/fetch/vp/fy/gi/20170917/e29c9ce2-f36d-4c0b-a365-9f909f2a3cd1.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170917/f7fd75c2-e5ee-4b5a-8cca-e2a538e9ac66.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170919/c819edad-1483-48cc-b568-c61aa0b4df02.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170917/9711a065-a586-4e32-9604-07f805c760ef.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170917/785a90fb-c487-4b39-81b2-69128e837879.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170917/8c0c1012-9385-42f7-9f43-47f0ff97906a.jpg_100x75.jpg",2017-10-07 18:07:08
http://sh.lianjia.com/zufang/shz4220568.html,青春驿站，闹中取静，人气房源，好房待租,青春驿站,1室1厅,40,松江,九亭,高区/15层,,3600,2017.09.17,24,9,九亭,389,shz4220568,九新公路33弄,10,,"http://cdn1.dooioo.com/fetch/vp/fy/gi/20170512/9cee2b9c-3b3f-4e9e-9ed6-6ab28cb5cc33.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170512/b7eb3112-ee67-4413-ba3a-8f3ef0e07b72.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170512/4d75e432-7683-48a4-96a1-cbc2ec7be9f4.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160101/7c375881-b388-4395-8a94-2e4edc2db5d7.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170512/a10784b2-c347-476d-863d-8ef6b70405a5.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170512/47d7ff77-8fc3-4f81-8868-8ee53c4ce572.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170512/1736c64f-7244-4b10-9576-569f34204f42.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170512/63ce798a-8f0f-4a4e-bde1-aae4b7fc24d4.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170512/3d140566-db51-414d-920a-7dfc3369dad1.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170512/c641ab58-294e-43ea-b0cd-46df83ac314d.jpg_100x75.jpg",2017-10-07 18:07:09
http://sh.lianjia.com/zufang/shz4224362.html,看房方便，温馨之家，好房待租，生活很便利,虬江路1258弄,1室1厅,41,闸北,西藏北路,中区/5层,,3800,2017.09.19,16,8,中兴路,345,shz4224362,虬江路1258弄,4,,"http://cdn1.dooioo.com/fetch/vp/fy/gi/20170919/606a0760-08dc-4bc2-9724-c35e0c68b702.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170919/cedc5b34-ac73-4512-85c5-0f2acb287ed5.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170919/623be6ec-451d-4cde-89ec-03530a2e445a.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170919/085a7bb1-00d8-4bc9-8757-f2880ca01c58.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170919/e06ae4e1-fc4b-4dd7-b07e-5696815dadc3.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170919/4bf3079f-14f8-427c-bc0c-4b02a7c96902.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170919/d58e3f20-3064-43a6-8a15-31163b725dcf.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170919/2449e617-bc97-4cb0-9a45-c6b85b7736ca.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170919/8530e4dc-8fc0-42a9-9d63-e97f4da6947c.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170919/54208add-30c0-4128-bc78-ebf459bb2feb.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170919/f7edbb07-8b29-42bf-9a56-cabee6b4f63e.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170919/0b91a229-b932-4a08-9baf-852e471c3fcf.jpg_100x75.jpg",2017-10-07 18:07:09
http://sh.lianjia.com/zufang/shz4220389.html,瞿溪路937弄，看房客户多，有爱有家，交通方便,瞿溪路937弄,2室1厅,30,黄浦,五里桥,中区/6层,,6500,2017.09.16,28,4,鲁班路,275,shz4220389,瞿溪路937弄,12,,"http://cdn1.dooioo.com/fetch/vp/fy/gi/20170607/d0b80493-4d54-4a0d-9a1f-249d40c6e3a6.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170607/980cf650-f37d-4f61-b4b8-88615b1eec35.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170607/d238d62a-e5fc-40c9-aaee-cd59a2a3d71c.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170607/83132b5f-3ba7-4c19-b32b-e56cce72c635.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170607/405c7a7e-3d6c-48c3-85a7-81780fc96ddd.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170607/2bdc6d1d-aeb7-4e82-b119-e270645e2497.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170607/3918ea4e-f651-4927-bc64-628a42461cc2.jpg_100x75.jpg",2017-10-07 18:07:10
http://sh.lianjia.com/zufang/shz4219545.html,两室户，低楼层，交通方便，真实在租,荣乐二村,2室1厅,59,松江,松江老城,低区/6层,,3300,2017.09.16,21,9,松江体育中心,739,shz4219545,荣乐二村,2,,"http://cdn1.dooioo.com/fetch/vp/fy/gi/20170916/49e50b07-4b91-4604-9c35-0c0ac3a8c8f4.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170916/a2aecbf5-68f7-4d99-a005-65bd6c43dad1.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170916/a9f86b28-0d5e-4522-830a-c8cda56e66a3.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170916/9f0d6f0c-9220-457d-93a7-83ff0cb09f76.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170916/c7817b44-253d-4fbb-a3e9-d2ac53ecfab4.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170916/0a9c4e5e-ef2a-43ab-8784-edbc94a2b0dd.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170916/4ac1080b-c7e1-4704-9d36-7ba7d6cf3fe2.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170916/3c88b2a1-d4a2-4dc4-b5df-601fe17f8db5.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170916/e34f9e37-bf16-485f-9ce2-363d489d80b3.jpg_100x75.jpg",2017-10-07 18:07:10
http://sh.lianjia.com/zufang/shz4222244.html,2室1厅1卫，看房有钥匙，闹中取静，地铁沿线,定威小区,2室1厅,70,长宁,北新泾,高区/6层,朝南,7000,2017.09.17,14,2,淞虹路,582,shz4222244,定威路28弄,5,,"http://cdn1.dooioo.com/fetch/vp/fy/gi/20170918/e3d57807-ee22-469b-9764-fffe6a8cbaf9.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170918/e9ac7f9a-fad3-4246-aa26-194e5e1b89b2.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170918/c7f4a454-a0ea-436c-a4dd-e955bf1c110a.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170918/052dbfe1-b448-484c-bcc2-ad7e8023bb6f.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170918/4b9363f5-6d9f-45c8-831d-0ff9a8d9ea14.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170918/b62d69b7-701b-431e-9204-177fd7ec4f22.jpg_100x75.jpg",2017-10-07 18:07:11
http://sh.lianjia.com/zufang/shz4233699.html,视野开阔，附近有地铁，房型正气，如您所见,新凯家园,2室2厅,78,松江,泗泾,高区/6层,朝南北,4700,2017.09.24,11,9,佘山,426,shz4233699,"新家园路128弄, 新家园路30弄，新家园路88弄，古楼公路1858弄",8,,"http://cdn1.dooioo.com/fetch/vp/fy/gi/20170924/8e23f013-23d1-40f3-8315-c5bd99ad8313.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170924/89414e2b-9bc0-4750-83e5-2f90de779eb0.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170924/1dee82ae-5bda-422f-a08d-39e55e3e3ecc.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170924/fc37c642-4979-41a6-b463-3bd4bb48b90a.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170924/6f09cac8-1ef7-4b0e-9742-fe6bdf8b4660.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170924/8c641cb2-a3d7-491c-b2c4-3bc88586acf7.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170924/29d4f8b8-6a6f-4108-aef3-9906abb766de.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170924/62787357-6377-4247-9b55-55d69d902947.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20170924/fbbaafa2-cace-4af6-9a1e-afba1089e3dd.jpg_100x75.jpg",2017-10-07 18:07:11
http://sh.lianjia.com/zufang/shz4210758.html,附近有地铁，实地看房，采光棒，钥匙在链家,翔顺公寓,2室1厅,72,杨浦,黄兴公园,高区/6层,朝南北,4600,2017.09.11,10,8,翔殷路,808,shz4210758,,,,,2017-10-07 18:07:13
http://sh.lianjia.com/zufang/shz4150024.html,青春驿站，交通便利，小户型，钥匙在店,青春驿站,1室1厅,40,松江,九亭,中区/15层,,3600,2017.08.11,35,9,九亭,389,shz4150024,,,,,2017-10-07 18:07:23
http://sh.lianjia.com/zufang/shz4148265.html,人气房源，2室0厅，有爱有家，有钥匙房源,曹杨九村,2室0厅,42,普陀,曹杨,高区/6层,,3900,2017.08.10,22,3,金沙江路,810,shz4148265,曹杨九村,2,,"http://cdn1.dooioo.com/fetch/vp/fy/gi/20160611/6528ec5e-1bc0-461e-b102-6831d231402a.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160611/9d2df133-a14f-4c71-b702-fe7d7f91f3dd.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160611/5116f8c5-bd27-48aa-b606-9d4c56776565.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160607/dadebefc-bf6d-4ec0-b6a2-e4a4e72aaa91.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160611/e3e2143f-63bf-4669-8ebd-4e2850cc0f0f.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160611/a1a61c3e-1821-4eb4-af9d-1755ae8fa8bf.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160611/85e5958a-d55b-4bce-8f30-fa0911d4ad6b.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160611/635b7029-6e5c-4411-8763-ff29ef414160.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160611/bedef269-5d42-41d2-bd7a-dbc60c9ccb12.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160611/6c50665b-e551-444b-ae15-1ee42c459d91.jpg_100x75.jpg,http://cdn1.dooioo.com/fetch/vp/fy/gi/20160611/a97b9980-451c-44a7-87a4-e64ed4856b63.jpg_100x75.jpg",2017-10-07 18:07:24
